symbol	probe_id
TMTC4	1554101_a_at
TMEM185A	1554105_at
NBEAL1	1554106_at
CDCP1	1554110_at
ULK2	1554112_a_at
SLC4A8	1554113_a_at
SSH2	1554114_s_at
C5orf58	1554115_at
PARP11	1554116_s_at
CCDC60	1554117_at
USB1	1554119_at
HSD17B12	1554121_at
NLGN4Y	1554125_a_at
MSRB3	1554126_at
ADIG	1554128_at
FAM190B	1554131_at
RUFY2	1554133_at
WDR78	1554140_at
SUGT1P3	1554142_at
PPP1R21	1554145_a_at
C3orf15	1554147_s_at
SLC33A1	1554148_a_at
CLDND1	1554149_at
OGDH	1554151_at
PHF21A	1554153_a_at
GDAP2	1554154_at
MCPH1	1554155_at
WFDC8	1554156_a_at
ZMYND11	1554158_at
ZNF446	1554160_a_at
SLC25A27	1554161_at
TWIST2	1554163_at
FAM53B	1554165_at
GOLGA7	1554167_a_at
SH3KBP1	1554168_a_at
MBLAC1	1554170_a_at
ZMYM3	1554171_at
CD300LB	1554173_at
C3orf33	1554176_a_at
ATP5S	1554177_a_at
FAM126B	1554178_a_at
LYNX1	1554179_s_at
SNX32	1554181_at
LOC554206	1554185_at
C11orf53	1554188_at
PLEKHS1	1554190_s_at
TRMT44	1554192_s_at
MANEA	1554193_s_at
C5orf46	1554195_a_at
IZUMO1	1554196_at
SH3YL1	1554198_at
PTPRO	1554199_at
CABP4	1554201_at
GRIK1-AS1	1554203_at
ICA1L	1554205_s_at
TMLHE	1554206_at
MEI1	1554208_at
ZCCHC13	1554210_at
KCNS2	1554212_s_at
ARHGEF10	1554213_at
CCDC132	1554216_at
MGC45922	1554222_at
C8orf56	1554228_a_at
CREBRF	1554229_at
ZNF396	1554231_a_at
C1QTNF9	1554233_at
KATNAL2	1554234_at
CTNNA3	1554235_at
SDCCAG8	1554237_at
ZADH2	1554239_s_at
ITGAL	1554240_a_at
COCH	1554241_at
ARL17A	1554245_x_at
C1orf210	1554246_at
ZNF638	1554248_at
TRIM73	1554250_s_at
HP1BP3	1554251_at
CERS3	1554252_a_at
PCNXL2	1554256_a_at
DNAJC5B	1554258_a_at
GPSM1	1554259_at
FRYL	1554260_a_at
KLHL29	1554261_at
CKAP2	1554264_at
MORN1	1554268_at
CENPL	1554271_a_at
ERAP2	1554272_at
SSH1	1554274_a_at
SART3	1554276_at
FANCM	1554277_s_at
TRMT2B	1554279_a_at
C9orf43	1554280_a_at
CCRN4L	1554283_at
HAVCR2	1554285_at
FLJ25758	1554286_at
TRIM4	1554287_at
FAM160B1	1554288_at
HERC3	1554290_at
UHRF1BP1L	1554291_at
TTBK2	1554293_at
CYP19A1	1554296_at
WDR49	1554298_a_at
NPAS4	1554299_at
SVOPL	1554300_a_at
LHFPL3-AS1	1554301_at
HNMT	1554303_at
MGC20647	1554305_at
ITPKB	1554306_at
LOC644852	1554307_at
GABRA2	1554308_s_at
EIF4G3	1554309_at
SUPT6H	1554311_a_at
RNF170	1554312_at
C6orf141	1554314_at
PGLS	1554316_at
TRMT61A	1554317_s_at
LOC541473	1554318_at
RPS6KA5	1554319_at
NFS1	1554321_a_at
HDAC4	1554322_a_at
DYNC2LI1	1554324_s_at
DOCK2	1554325_at
CANT1	1554327_a_at
STXBP4	1554328_at
LRRC18	1554331_a_at
LOC100127888	1554332_a_at
DNAJA4	1554333_at
CYTH4	1554335_at
FARP2	1554337_at
COG3	1554339_a_at
DRAXIN	1554340_a_at
HELQ	1554341_a_at
STAP1	1554343_a_at
GIN1	1554345_a_at
GNB5	1554346_at
CDKN2AIPNL	1554348_s_at
XRCC6BP1	1554349_at
TIPRL	1554351_a_at
DENND4A	1554352_s_at
SIAE	1554354_at
GINS4	1554356_at
FCHSD2	1554360_at
BTG4	1554362_at
PPP2R5C	1554364_at
CALHM1	1554367_at
NT5C1B	1554368_at
PKD1L2	1554371_at
NR1H4	1554375_a_at
PTPLA	1554376_s_at
CNTNAP4	1554377_a_at
PDE1C	1554378_a_at
TP73	1554379_a_at
NEK11	1554380_at
LINC00656	1554382_at
TRAM2	1554383_a_at
PADI2	1554384_at
CST9	1554386_at
VPS29	1554388_at
ACTR2	1554390_s_at
LOC653581	1554391_at
ADC	1554393_a_at
NELL1	1554394_at
UEVLD	1554396_at
LYG2	1554398_at
TCTE3	1554400_at
LINC00161	1554405_a_at
CLEC7A	1554406_a_at
TK1	1554408_a_at
WBSCR16	1554409_at
CTNNB1	1554411_at
OSGIN2	1554414_a_at
TAF5L	1554415_at
APH1A	1554417_s_at
SPOCK3	1554418_s_at
GGNBP2	1554419_x_at
ATF3	1554420_at
FBXO7	1554423_a_at
FIP1L1	1554424_at
NLGN2	1554428_s_at
DMWD	1554429_a_at
FAM165B	1554430_at
ZNF146	1554433_a_at
REG4	1554436_a_at
KIAA1217	1554438_at
KIAA0513	1554440_at
WAPAL	1554441_a_at
BEST1	1554442_at
C2orf18	1554444_s_at
ZNF85	1554445_at
JPX	1554447_at
MIER3	1554449_at
DNAJC14	1554451_s_at
HILPDA	1554452_a_at
HNRPLL	1554453_at
LINS	1554455_at
CFHR3	1554459_s_at
ST8SIA4	1554460_at
DNAJB9	1554462_a_at
CRTAP	1554464_a_at
C16orf13	1554466_a_at
ZBTB44	1554469_at
ANKRD13C	1554471_a_at
PHF20L1	1554472_a_at
SRGAP1	1554473_at
MOXD1	1554474_a_at
C19orf47	1554475_a_at
ZNF808	1554476_x_at
HEATR3	1554478_a_at
CARD8	1554479_a_at
ARMC10	1554480_a_at
EPB41	1554481_a_at
SAR1B	1554482_a_at
TMEM37	1554483_at
GFOD1	1554486_a_at
ATF6B	1554487_a_at
CEP70	1554488_at
SERPINC1	1554491_a_at
THADA	1554492_at
MTHFSD	1554494_at
RAD51B	1554496_at
PPA2	1554499_s_at
RGS7	1554500_a_at
TSC22D4	1554501_at
OSCAR	1554503_a_at
NAALAD2	1554504_at
PIK3AP1	1554508_at
FAM188A	1554509_a_at
GHITM	1554510_s_at
WWC1	1554511_at
CEP89	1554512_a_at
ACSM5	1554514_at
LINC00537	1554516_at
GSTCD	1554518_at
CD80	1554519_at
LOC283861	1554520_at
CNNM2	1554522_at
OLFM3	1554524_a_at
C3orf15	1554528_at
VSTM2A	1554530_at
TTC12	1554531_at
C2	1554533_at
DPYD	1554534_at
TMEM126B	1554537_at
RHOF	1554538_at
DNAH14	1554540_at
GPRIN2	1554541_a_at
SLC25A48	1554542_at
SPAG9	1554543_at
MBP	1554544_a_at
APOBEC4	1554545_at
FAM13C	1554547_at
WDR20	1554549_a_at
KIAA1430	1554550_at
YIF1B	1554553_s_at
CCDC57	1554554_at
SETD6	1554555_a_at
ATP11B	1554556_a_at
DCAF5	1554558_at
GPR62	1554559_at
PGM5	1554560_at
SPPL3	1554564_a_at
KCTD17	1554566_at
DYNLRB1	1554568_at
CELF2	1554569_a_at
APBB1IP	1554571_at
SUV39H2	1554572_a_at
CYB5R3	1554574_a_at
BPNT1	1554575_a_at
ETV4	1554576_a_at
PSMD10	1554577_a_at
ZNF70	1554578_at
MYO18B	1554579_a_at
WWP2	1554580_a_at
METTL20	1554582_a_at
LRRC48	1554584_at
RHOBTB2	1554586_a_at
TTC30B	1554588_a_at
LENG9	1554589_at
GDEP	1554591_at
SLC1A6	1554592_a_at
ARHGAP27	1554594_at
SYMPK	1554595_at
LMNA	1554600_s_at
NKAIN2	1554601_at
RBM8A	1554602_at
MBTPS2	1554604_at
CEP120	1554606_at
CNKSR2	1554607_at
TGOLN2	1554608_at
LOC100287896	1554609_at
ANKMY1	1554610_at
KIAA0226	1554612_at
PTBP2	1554614_a_at
SERPINB8	1554616_at
AGFG2	1554618_at
MBLAC2	1554619_at
DGKE	1554621_at
SIRPB1	1554624_a_at
BCL6B	1554625_at
ASCC1	1554627_a_at
ZNF57	1554628_at
EPHA7	1554629_at
ATM	1554631_at
MYT1L	1554633_a_at
PDS5B	1554634_at
NPAS3	1554635_a_at
CBFA2T2	1554637_a_at
ZFYVE16	1554638_at
PALM2	1554640_at
TET3	1554641_a_at
RNF32	1554642_at
RGS11	1554643_at
OSBPL1A	1554646_at
DUOXA1	1554648_a_at
MAST4	1554652_s_at
RPRML	1554655_a_at
C20orf26	1554657_a_at
NEK4	1554659_at
CNST	1554660_a_at
C17orf47	1554662_at
NUMA1	1554663_a_at
NAIF1	1554664_at
ZNF586	1554665_at
LOC100130950	1554666_at
METTL8	1554667_s_at
FAM151A	1554668_a_at
GGA1	1554670_at
SRRM2	1554671_a_at
TTC26	1554672_at
SYCE1	1554675_a_at
SRGN	1554676_at
CMTM4	1554677_s_at
HNRPDL	1554678_s_at
LAPTM4B	1554679_a_at
KCNS2	1554680_s_at
MGC50722	1554681_a_at
KIAA1199	1554685_a_at
STAU2	1554686_at
NLGN4X	1554689_a_at
TACC1	1554690_a_at
PACSIN2	1554691_a_at
SLC23A2	1554692_at
CCNY	1554694_at
TYMS	1554696_s_at
ADAMTS9	1554697_at
L3MBTL4	1554699_at
CDH7	1554700_at
TBC1D16	1554701_a_at
NALCN	1554702_at
ARHGEF10	1554703_at
ATP8B3	1554704_at
SCARA5	1554705_at
OR2L13	1554706_at
SPATA6L	1554707_at
KCNMB1	1554710_at
CALHM3	1554711_at
GLYATL2	1554712_a_at
RELL1	1554714_at
LINC00593	1554715_at
PDE4D	1554717_a_at
NDUFA10	1554719_at
TAF2	1554721_a_at
TRPM3	1554722_at
SLC6A11	1554724_at
RABGAP1L	1554725_at
ZNF655	1554726_at
SLC9A1	1554728_at
MCTP1	1554730_at
LOC728175	1554732_at
TRIM7	1554735_a_at
ARHGAP29	1554736_at
FBN2	1554737_at
IPP	1554739_at
PMS1	1554742_at
CARD16	1554744_at
RALGPS1	1554745_at
SEPT2	1554747_a_at
CLCNKB	1554748_at
MTUS2	1554755_a_at
INPP5A	1554757_a_at
CD99L2	1554758_a_at
SRCIN1	1554759_at
HEATR2	1554761_a_at
WWC2	1554762_a_at
UBE2DNL	1554763_at
LINC00301	1554764_a_at
CRYZL1	1554767_s_at
MAD2L1	1554768_a_at
ZNF785	1554769_at
EFCAB13	1554772_at
WFIKKN2	1554773_at
MINA	1554774_at
ZFP42	1554776_at
PHLDB2	1554778_at
PHTF2	1554780_a_at
MGC32805	1554781_at
KLHL30-AS1	1554782_at
ARHGEF2	1554783_s_at
CNTN1	1554784_at
CCDC82	1554785_at
CASS4	1554786_at
C9orf96	1554787_at
PDE8B	1554789_a_at
ZSCAN20	1554790_at
KANSL1L	1554791_a_at
UBE3C	1554793_at
FBLIM1	1554795_a_at
DPP6	1554796_at
SYT16	1554797_at
SNED1	1554798_at
RAB39A	1554800_at
FNDC9	1554801_at
TRIM72	1554803_s_at
CLDN19	1554804_a_at
FBXO8	1554806_a_at
SPIRE1	1554807_a_at
ACP1	1554808_at
LOC389199	1554809_at
PLA2G4C	1554810_at
CLDN20	1554812_at
UBE2O	1554814_at
ASTN2	1554816_at
DZANK1	1554818_s_at
ITGA11	1554819_a_at
AGBL3	1554820_at
ZBED1	1554821_a_at
PHTF2	1554822_at
ZNF585A	1554824_at
CDK15	1554826_at
ADCY7	1554827_a_at
PDGFRA	1554828_at
STEAP3	1554830_a_at
ALS2CR11	1554831_x_at
MCTP2	1554833_at
RASSF5	1554834_a_at
B3GNT5	1554835_a_at
USP36	1554836_at
LOC280665	1554840_at
MTHFD2L	1554841_at
SLC12A1	1554842_at
EYA3	1554844_at
CCDC158	1554846_at
ATP6V1B1	1554847_at
TOR1A	1554849_at
VWA5B2	1554850_at
KIAA1257	1554852_a_at
CYP2U1	1554853_at
PARK2	1554855_at
ELMO2	1554857_at
PTPN7	1554860_at
CMAHP	1554862_at
DOK5	1554863_s_at
SDC3	1554864_a_at
TMEM135	1554866_at
PRR16	1554867_a_at
PCNP	1554868_s_at
WDR37	1554869_at
HMGCLL1	1554872_a_at
CSPP1	1554873_at
MITF	1554874_at
CAMKMT	1554875_at
S100Z	1554876_a_at
ABCD3	1554878_a_at
DKFZP434K028	1554880_at
ERCC8	1554882_at
PRIM2	1554884_at
MLXIP	1554886_a_at
TIA1	1554889_at
MS4A3	1554892_a_at
PCBD2	1554894_a_at
RHBDL2	1554895_a_at
FCER1G	1554899_s_at
GAFA1	1554901_at
FRMD8	1554903_at
MPHOSPH6	1554906_a_at
HYDIN	1554908_at
CCDC36	1554909_at
PRKD3	1554910_at
ABCC11	1554911_at
ESYT3	1554912_at
PLA2G4D	1554914_at
PDE12	1554915_a_at
JRK	1554916_a_at
ABCC4	1554918_a_at
C7orf63	1554919_s_at
SCEL	1554920_at
ZNF678	1554922_at
ANKS6	1554923_at
LINC00598	1554927_at
SIK3	1554929_at
FUT8	1554930_a_at
CYP4A11	1554931_at
ZSWIM2	1554932_at
PSIP1	1554933_at
RCBTB1	1554934_at
EXOC3L1	1554937_x_at
ACOT11	1554938_a_at
LOC388882	1554940_a_at
KLHL14	1554941_at
VIL1	1554943_at
LOC100506465	1554946_at
ACAT1	1554947_at
LOC554174	1554949_at
ACAN	1554950_at
NLRP12	1554952_s_at
C21orf90	1554953_a_at
ZNF641	1554958_at
C1orf110	1554960_at
FGFR4	1554961_at
FILIP1L	1554965_at
DIP2A	1554967_at
PDILT	1554970_at
OK/SW-CL.58	1554971_at
ZBTB26	1554973_a_at
ACY3	1554974_at
LINC00051	1554976_a_at
C20orf201	1554977_at
ERICH1-AS1	1554978_at
ATF3	1554980_a_at
C9orf11	1554981_at
LINC00317	1554983_at
HLA-DOB	1554984_a_at
ZNF396	1554985_at
SNX19	1554986_a_at
GOLGA3	1554987_at
SLC9C2	1554988_at
KIAA0317	1554989_at
RASGRF1	1554992_at
RAG1	1554994_at
PTGS2	1554997_a_at
RASGEF1B	1554999_at
OK/SW-CL.36	1555000_at
IQCF1	1555001_at
MGC39545	1555002_at
RBL1	1555003_at
WDR66	1555006_at
SYNJ2	1555009_a_at
ZFYVE16	1555011_at
ZNF398	1555015_a_at
IL16	1555016_at
OR2C3	1555018_at
CDHR1	1555019_at
ARHGAP20	1555020_a_at
SCARF1	1555021_a_at
RGS12	1555022_at
ADAM22	1555024_at
TMEM26	1555025_at
P4HA2	1555027_at
BRD3	1555028_at
RGS12	1555032_at
CLRN1	1555034_at
IDH1	1555037_a_at
EPB41L4A	1555038_at
ABCC4	1555039_a_at
LINC00612	1555040_at
NAGA	1555041_a_at
TRPV5	1555042_at
LHFPL5	1555043_at
KBTBD5	1555044_a_at
CENPI	1555046_at
TSPEAR	1555048_a_at
C10orf53	1555051_at
SYT9	1555052_a_at
AVL9	1555055_at
CCNG2	1555056_at
NDUFS4	1555057_at
LPGAT1	1555058_a_at
IKZF2	1555060_a_at
GTPBP3	1555062_s_at
USP6	1555063_at
WNK1	1555068_at
TLL1	1555071_at
MGC40069	1555073_at
KCNH5	1555074_a_at
ARHGAP25	1555076_at
ZNF843	1555078_at
SPATA6L	1555079_at
NEK11	1555082_a_at
RPL13AP17	1555083_at
STAT5B	1555086_at
TMEM182	1555090_x_at
PPM1F	1555091_at
VASH2	1555092_at
C6orf123	1555095_at
STPG2	1555096_at
PTGFR	1555097_a_at
CACNB2	1555098_a_at
MPP4	1555099_at
APLF	1555100_at
FGF7	1555102_at
MIER1	1555105_a_at
CTDSPL2	1555106_a_at
UVSSA	1555107_a_at
SLC10A7	1555108_at
KLHL3	1555110_a_at
C1orf114	1555111_at
PARD3B	1555113_at
ATP6V0A2	1555114_at
SLC11A1	1555116_s_at
ENTPD3	1555118_at
CD96	1555120_at
GPR125	1555122_at
ST6GAL2	1555123_at
LOC100129726	1555124_at
GCFC1	1555125_at
MOCS1	1555127_at
PER3	1555130_at
FAM9A	1555133_at
FGD6	1555136_at
OTUD7B	1555139_a_at
BCL2L2	1555140_a_at
SLC9B1	1555141_a_at
ARL17A	1555144_at
CCSAP	1555145_at
ATF2	1555146_at
C2orf65	1555148_a_at
TDH	1555151_s_at
FCHO2	1555153_s_at
QKI	1555154_a_at
MLLT6	1555155_at
TMEM74	1555159_at
KIF26B	1555164_at
PGPEP1	1555165_a_at
ZNF396	1555166_a_at
NAMPT	1555167_s_at
CALN1	1555168_a_at
LIG3	1555169_at
ST3GAL3	1555171_at
STX19	1555173_at
PBLD	1555175_a_at
PRKAA1	1555177_at
IGHV7-81	1555179_at
LOC100132686	1555180_at
ST3GAL3	1555181_a_at
TERF2	1555183_at
CDKN1A	1555186_at
MTUS2-AS1	1555188_at
TAT	1555189_a_at
FHL5	1555191_a_at
ZNF277	1555192_at
FBXO36	1555195_at
LINC00421	1555196_at
C21orf58	1555197_a_at
GOSR1	1555199_at
RMND1	1555201_a_at
RPRD1A	1555202_a_at
SLC44A4	1555203_s_at
LOC100287210	1555206_at
LOC439951	1555209_at
DTWD1	1555210_at
OR8B8	1555212_at
CLEC7A	1555213_a_at
HRH3	1555215_a_at
UBE2W	1555217_at
RGR	1555219_at
AKR1E2	1555220_a_at
CCDC148-AS1	1555224_at
C1orf43	1555225_at
MANEA	1555227_a_at
C1S	1555229_a_at
KCNIP2	1555230_a_at
C21orf88	1555231_a_at
RHOJ	1555233_at
IQCF3	1555235_s_at
PGC	1555236_a_at
PTH2	1555238_at
GNG12	1555240_s_at
C8orf59	1555241_at
LOC554207	1555244_at
RP1L1	1555245_s_at
SCN1A	1555246_a_at
WNK3	1555248_a_at
CPEB3	1555250_a_at
OTOF	1555251_a_at
TRPM3	1555252_a_at
COL25A1	1555253_at
PPIP5K1	1555255_a_at
EVC2	1555256_at
MYO3B	1555257_a_at
ZAK	1555259_at
MAGI1	1555262_a_at
LINC00598	1555264_a_at
ABCC13	1555265_at
ASXL2	1555266_a_at
GRID1	1555267_at
ANO1	1555269_a_at
WFS1	1555270_a_at
TERT	1555271_a_at
RSPH10B2	1555272_at
GALNTL6	1555273_at
EPT1	1555274_a_at
KLHL6	1555275_a_at
SLC4A5	1555277_a_at
CKAP5	1555278_a_at
ARMC8	1555279_at
PPARGC1B	1555282_a_at
ALS2	1555284_at
CDKL1	1555286_at
FBF1	1555288_s_at
SEC16B	1555289_at
TRPV3	1555291_at
FAM40B	1555292_at
ERC1	1555294_a_at
VWA3B	1555298_a_at
ERVW-1	1555299_s_at
MED12L	1555300_a_at
DIP2A	1555301_a_at
KCNH5	1555304_a_at
FOXJ2	1555305_at
ECE2	1555306_a_at
TTF2	1555307_at
CARD14	1555308_at
PAK6	1555310_a_at
MCF2	1555313_a_at
WDR19	1555314_at
MAK	1555315_a_at
KCNH7	1555316_a_at
POLK	1555317_at
HIF3A	1555318_at
STAB1	1555319_at
ACOT11	1555321_at
PP2672	1555322_at
ABCB9	1555323_at
PTK7	1555324_at
ADAM9	1555326_a_at
GCLC	1555330_at
TPH2	1555332_at
SLC30A5	1555334_s_at
ITGA9	1555335_at
ZNF317	1555337_a_at
AQP10	1555338_s_at
RAP1A	1555339_at
UNC5C	1555341_at
MEGF10	1555343_at
SLC38A4	1555345_at
CDC20B	1555346_at
PDXDC1	1555347_at
TFAP2E	1555348_at
ITGB2	1555349_a_at
PPHLN1	1555350_at
FOXP2	1555352_at
LRP1	1555353_at
ETS1	1555355_a_at
SCML4	1555356_a_at
DDX53	1555357_at
ENTPD4	1555358_a_at
PIGQ	1555359_at
DNAJC11	1555360_a_at
LINC00663	1555363_s_at
C11orf58	1555364_at
NSAP11	1555366_at
ZNF479	1555367_at
BAGE	1555369_at
CAMTA1	1555370_a_at
ABCB5	1555371_at
BCL2L11	1555372_at
TTL	1555374_at
GRIK2	1555375_at
OR4D2	1555377_at
DBF4B	1555378_at
FAM159A	1555379_at
ADAMTS4	1555380_at
POF1B	1555382_at
LARP4	1555384_a_at
B4GALNT1	1555385_at
UBA1	1555387_at
SNX25	1555388_s_at
NOP9	1555390_at
ALS2CR8	1555391_a_at
C21orf67	1555393_s_at
PIGK	1555394_at
AKAP12	1555395_at
CXorf67	1555396_s_at
MYO1D	1555397_at
DUSP16	1555399_a_at
LOC645261	1555400_at
SOHLH2	1555401_at
CDH19	1555403_a_at
DUOXA1	1555404_a_at
UBE3C	1555405_at
FGD3	1555407_s_at
CCNL1	1555411_a_at
FBXL21	1555412_at
ALOX15B	1555416_a_at
TAS1R1	1555417_a_at
ASAH1	1555419_a_at
KLF7	1555420_a_at
AP1S3	1555421_at
SSH2	1555423_at
OTUD5	1555426_a_at
SYNCRIP	1555427_s_at
TSTD2	1555430_at
IL31RA	1555431_a_at
SLC39A14	1555433_at
AFF4	1555435_at
EARS2	1555437_at
GTF3C3	1555439_at
UBA6	1555441_at
CCDC172	1555443_at
PPP1R12B	1555444_a_at
CA8	1555445_at
TRAPPC10	1555446_s_at
GPR114	1555447_at
AP5M1	1555448_at
NAA16	1555450_a_at
RALGPS1	1555452_at
LITAF	1555454_at
DBC1	1555457_at
SLC39A6	1555460_a_at
PPP1R1C	1555462_at
CHD6	1555463_a_at
IFIH1	1555464_at
MCOLN2	1555465_at
CELF1	1555467_a_at
NRP2	1555468_at
CLASP2	1555469_a_at
PPM1F	1555470_a_at
FMN2	1555471_a_at
SORBS2	1555472_at
TTLL3	1555474_at
IREB2	1555476_at
C17orf82	1555478_at
FBLIM1	1555480_a_at
FAM153B	1555485_s_at
PRR5L	1555486_a_at
ACTR3B	1555487_a_at
PDZD3	1555490_s_at
C19orf66	1555491_a_at
BEST3	1555492_a_at
CWC27	1555495_a_at
CYP4B1	1555497_a_at
IL28RA	1555499_a_at
SLC2A4RG	1555500_s_at
RSRC1	1555501_s_at
NPSA	1555502_at
TMCC2	1555503_a_at
TYR	1555504_at
SLC25A41	1555509_a_at
ZNF215	1555510_at
PIAS2	1555513_at
FAM189B	1555515_a_at
FOXP2	1555516_at
GABRG3	1555517_at
PTCH1	1555520_at
FYCO1	1555523_a_at
SEPT6	1555526_a_at
COL9A1	1555527_at
RNH1	1555529_at
QRFPR	1555533_at
BPIFB6	1555535_at
ANTXR2	1555536_at
FAM9B	1555538_s_at
SDS	1555539_at
TGFB3	1555540_at
AFAP1L1	1555542_at
CLCC1	1555543_a_at
CADM2	1555544_a_at
KLK2	1555545_at
POFUT2	1555546_a_at
NDUFA10	1555548_at
ZACN	1555550_at
SERPINB5	1555551_at
SLC22A7	1555553_a_at
BPIFA4P	1555554_at
BBS9	1555555_at
TNK2	1555557_a_at
USP25	1555558_at
UGGT2	1555560_at
ZCCHC7	1555562_a_at
CFI	1555564_a_at
TAPBP	1555565_s_at
LMOD3	1555567_s_at
GUSBP2	1555568_at
KCTD7	1555569_a_at
IMMP2L	1555571_at
CA6	1555572_at
TTC40	1555573_at
KDELR1	1555575_a_at
PTPRM	1555578_at
TP63	1555581_a_at
FAM71B	1555585_a_at
PDZRN3	1555587_at
GATA1	1555590_a_at
PIF1	1555591_at
MBNL1	1555594_a_at
SCRN3	1555595_at
DUSP19	1555598_a_at
APOL4	1555600_s_at
ELAVL3	1555602_a_at
BAGE	1555603_at
GDPD1	1555606_a_at
CAPRIN2	1555608_at
ZMAT3	1555609_a_at
AGK	1555610_at
MBD1	1555611_s_at
G6PC	1555612_s_at
ZAP70	1555613_a_at
SUGT1P1	1555614_at
SAE1	1555618_s_at
PTGIR	1555620_a_at
SSH1	1555624_a_at
SLAMF1	1555626_a_at
C21orf67	1555627_s_at
HAVCR2	1555628_a_at
RAB34	1555630_a_at
PIK3IP1	1555632_at
LILRA5	1555634_a_at
CD300LG	1555636_at
SAMSN1	1555638_a_at
RBM14	1555639_a_at
DAOA	1555640_at
LILRA5	1555643_s_at
GAFA2	1555645_at
FOXP2	1555647_a_at
KLHL17	1555650_at
OR10A5	1555651_at
OR10A4	1555655_at
CD300LG	1555656_at
TREML1	1555659_a_at
OR8D1	1555661_at
DAOA	1555662_s_at
PTPRS	1555666_at
PARK2	1555668_a_at
ICA1L	1555671_at
KRTAP2-3	1555673_at
BLID	1555675_at
GSX1	1555676_s_at
SMC1A	1555677_s_at
ST3GAL3	1555678_at
RTN4IP1	1555679_a_at
SMOX	1555680_a_at
OTUB2	1555682_at
H6PD	1555685_at
CLEC4C	1555687_a_at
SLA2	1555688_s_at
CD80	1555689_at
KCNIP3	1555694_a_at
CLRN1	1555695_a_at
KLK4	1555697_at
ST3GAL3	1555702_a_at
CMTM3	1555704_at
TNAP	1555707_at
OFCC1	1555708_a_at
IGH@	1555710_at
PNKD	1555713_at
HRH3	1555715_a_at
CXADR	1555716_a_at
C3orf15	1555719_a_at
SCAMPER	1555722_at
TAGLN	1555724_s_at
RGS5	1555725_a_at
GAFA3	1555726_at
MS4A4A	1555728_a_at
CD209	1555729_a_at
CFL1	1555730_a_at
AP1S3	1555731_a_at
BAP1	1555735_a_at
AGTRAP	1555736_a_at
KLK4	1555737_a_at
CMTM1	1555738_at
MRAP	1555740_a_at
ERVH-6	1555742_at
LYZ	1555745_a_at
CD79B	1555746_at
SF1	1555749_at
GEMIN7	1555751_a_at
STH	1555752_at
ERVH-6	1555753_x_at
ATN1	1555754_s_at
CLEC7A	1555756_a_at
C7orf34	1555757_at
CDKN3	1555758_a_at
CCL5	1555759_a_at
RBM15	1555760_a_at
MKL1	1555763_x_at
TIMM10	1555764_s_at
GNG4	1555765_a_at
GNG2	1555766_a_at
CDC25A	1555772_a_at
BPIFC	1555773_at
ZAR1	1555774_at
POSTN	1555777_at
CD79A	1555779_a_at
RHEB	1555780_a_at
PQLC2	1555781_at
IRAK1	1555784_s_at
XRN1	1555785_a_at
LINC00520	1555786_s_at
C11orf63	1555787_at
TRIB3	1555788_a_at
PHF23	1555789_s_at
CCDC116	1555792_a_at
ZFP82	1555793_a_at
ARPC5	1555797_a_at
LOC400692	1555798_at
FCRL5	1555799_at
ZNF385B	1555800_at
C11orf57	1555803_a_at
YSK4	1555804_a_at
MOG	1555807_a_at
EXD2	1555808_a_at
CRISPLD2	1555809_at
ARHGDIB	1555811_at
RHOA	1555814_a_at
L3MBTL2	1555815_a_at
SAMD14	1555819_s_at
MKS1	1555820_a_at
AKT1S1	1555821_a_at
PACS2	1555823_at
CCNL1	1555827_at
ESYT2	1555829_at
LRRC41	1555831_s_at
KLF6	1555832_s_at
IRGQ	1555833_a_at
UCHL1	1555834_at
POLR2B	1555836_at
C3orf79	1555839_a_at
MSANTD3	1555841_at
CYTH2	1555842_at
HNRNPM	1555843_at
LOC284454	1555847_a_at
SEPW1	1555851_s_at
LOC100507463	1555852_at
LOC440944	1555858_at
MICALL2	1555862_s_at
PDHA1	1555864_s_at
LOC255512	1555865_at
HEXDC	1555866_a_at
GNG4	1555867_at
LOC100507477	1555868_at
RNF207	1555870_at
TTC28-AS1	1555871_at
MGC21881	1555874_x_at
SRGAP1	1555875_at
RPS24	1555878_at
ERVFRD-1	1555880_at
LZTS2	1555881_s_at
SPIN3	1555882_at
PSMD6	1555884_at
PDSS2	1555886_at
UBR5	1555888_at
CRTAP	1555889_a_at
LOC253039	1555892_s_at
MTSS1L	1555894_s_at
DNM2	1555895_at
ADAM15	1555896_a_at
KDM1A	1555897_at
ANKRD36C	1555898_at
ARMCX5	1555902_at
TCAIM	1555905_a_at
LOC100130776	1555907_at
FAM120A	1555908_at
PTCD2	1555910_at
ST7-AS1	1555912_at
GON4L	1555913_at
EXD3	1555914_a_at
RPUSD3	1555916_at
CBX3	1555920_at
C10orf114	1555922_at
KIAA2013	1555933_at
HUNK	1555935_s_at
VIM	1555938_x_at
MIR205HG	1555942_a_at
PGAM5	1555943_at
FAM120A	1555944_at
CD55	1555950_a_at
SLC19A1	1555952_at
CRTAC1	1555958_at
HINT1	1555960_at
B3GNT7	1555962_at
ARL17A	1555964_at
FBXO28	1555970_at
MYL12A	1555976_s_at
LOC100130417	1555979_at
C17orf65	1555981_at
ZFYVE16	1555982_at
C17orf64	1555985_at
LINC00661	1555988_a_at
DAAM1	1555989_at
C22orf42	1555990_at
CACNA1D	1555993_at
DIAPH3-AS1	1555994_at
