219794_at	vps53	2.30470794943	2.25609216146	0.778149208342
218033_s_at	snn	2.23586760925	2.29691121497	0.712893882377
202801_at	prkaca	4.08896231523	4.23269513355	0.771452721322
210688_s_at	cpt1a	3.36481865233	2.98165022243	0.23813854931
1554411_at	ctnnb1	8.5393736658	9.5063904714	0.194307280014
204986_s_at	taok2	2.46162014668	2.53183117144	0.77322087724
216841_s_at	sod2	10.1830003445	9.5837683614	0.333100577902
1562368_at	card11	2.92804638016	2.78641845333	0.49823438613
203964_at	nmi	7.62775631516	8.21234152851	0.448543323803
1554539_a_at	rhof	2.28651804385	2.23644037478	0.781095901856
239922_at	ccdc142	2.70795294659	2.34588307871	0.192849485137
1553837_at	pgam5	3.4491450379	3.39011614088	0.868545825632
238437_at	znf805	6.45482466991	6.55890115861	0.861847548107
200091_s_at	rps25	13.0310654976	13.0717749906	0.824605320931
232106_s_at	cep89	3.90989742304	3.77154478778	0.773047568362
223924_at	ttc25	8.27542544663	9.20006161126	0.222272957754
208759_at	ncstn	5.15790089686	5.95356970048	0.176903648372
228405_at	rhpn1	3.51139828064	3.38808572378	0.724401234704
222981_s_at	rab10	10.3382866239	10.4096313073	0.818802247137
206773_at	ly6h	2.67420437798	2.72895936496	0.771240094916
211684_s_at	dync1i2	11.0686732785	11.2905978932	0.528738346303
230255_at	gabrd	2.88348843944	2.53641124688	0.0961568816704
239430_at	igfl1	2.40127397579	2.41137921571	0.954885602226
219739_at	rnf186	2.7467682425	2.80731056306	0.73589208464
212811_x_at	slc1a4	3.76604344744	4.01089689776	0.620385791732
236556_s_at	lonrf1	3.52075715321	3.67891583479	0.634608120249
210533_at	msh4	2.0411183802	2.07089213209	0.845419398384
230976_at	ak8	2.6369436708	2.62523821962	0.95135368846
205962_at	pak2	2.63694868081	2.51413544487	0.506000173468
217962_at	nop10	8.81395803874	8.75630104585	0.917098389962
242686_at	stard13	2.70606549848	2.99117491137	0.480012225534
215134_at	pi4k2a	4.85250948943	5.14178754633	0.57141299109
1557179_s_at	cars2	2.01052857189	2.1246303197	0.579363824401
211082_x_at	mark2	2.67862145554	2.34834602886	0.0994382494198
228581_at	kcnj10	2.42724266211	2.84595777535	0.29164145351
